No,Title,VideoUrl,TimeStamp,Sentence,RowNumber,IsUsefulSentence,Key steps,Verb,Object(directly related with Verb),Location,Time,Temperature,Other important phrase(like with,Video Pred,Clip IDs
98,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:00.5,we had the mozzarella cheese shredded little basil pizza is ready to be back.,24,1,"add mozzarella cheese, shredded basil",add,"mozzarella cheese, shredded basil",,,,,"turn-on water, turn-on water, put knife","vmTP3k22f0I_0037, vmTP3k22f0I_0038, vmTP3k22f0I_0039"
99,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:12.3,now we should make pizza at around seven hundred fifty degrees.,25,1,make pizza ,bake,pizza,,,750 degrees,,"put knife, put knife, put drawer, check pizza","vmTP3k22f0I_0039, vmTP3k22f0I_0040, vmTP3k22f0I_0041, vmTP3k22f0I_0042"
100,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:26.7,fahrenheit for around ninety seconds sliding pizza directly on the oven floor at home we can bake at four hundred degrees.,26,0,,,,,,,,"check pizza, open dishwasher","vmTP3k22f0I_0042, vmTP3k22f0I_0043"
101,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:34.9,"fahrenheit four five, seven finish our pizza with basil and fresh olive oil.",27,1,finish pizza with basil and olive oil,finish,pizza,,,,"with basil, olive oil","open dishwasher, close fridge, put glass, open package","vmTP3k22f0I_0043, vmTP3k22f0I_0044, vmTP3k22f0I_0045, vmTP3k22f0I_0046"
102,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:46.3,i hope you enjoy this pizza.,28,0,,,,,,,,open package,vmTP3k22f0I_0046
103,pizza marghetta,https://www.youtube.com/watch?v=vmTP3k22f0I,03:48.0,"margherita , one of the most famous italian pizzas and got up at eight AM.",29,0,,,,,,,,"open package, put pizza, cut holder:filter, cut onion, take onion","vmTP3k22f0I_0046, vmTP3k22f0I_0047, vmTP3k22f0I_0048, vmTP3k22f0I_0049, vmTP3k22f0I_0050"
104,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:10.2,"hi , i 'm john ganley from cosmos would like to welcome you to our restaurant.",0,0,,,,,,,,"dry hand, put oven","5ZWUiD2OL04_0003, 5ZWUiD2OL04_0004"
105,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:15.5,cosmos has been in sarasota for over fifteen years.,1,0,,,,,,,,put oven,5ZWUiD2OL04_0004
106,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:18.8,"we are now in our new home, which is at the corner of clark, and an array by deer.",2,0,,,,,,,,"put oven, cut tomato","5ZWUiD2OL04_0004, 5ZWUiD2OL04_0005"
107,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:23.6,I seventy five and we 've always specialized in italian comfort food.,3,0,,,,,,,,"cut tomato, cut tomato","5ZWUiD2OL04_0005, 5ZWUiD2OL04_0006"
108,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:28.4,"a lot of people notice for wood, fire brick oven pizzas, we also prepare signature clusters, specialty salads, and a whole lot of other different entrees.",4,0,,,,,,,,"cut tomato, take pizza, dry hand, dry hand","5ZWUiD2OL04_0006, 5ZWUiD2OL04_0007, 5ZWUiD2OL04_0008, 5ZWUiD2OL04_0009"
109,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:40.3,true sivley italian.,5,0,,,,,,,,dry hand,5ZWUiD2OL04_0009
110,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:41.3,we do have some multicultural twist or cuisine.,6,0,,,,,,,,"dry hand, take glass","5ZWUiD2OL04_0009, 5ZWUiD2OL04_0010"
111,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:45.0,we have a few asian influences.,7,0,,,,,,,,take glass,5ZWUiD2OL04_0010
112,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:47.1,they have a few american influences as well.,8,0,,,,,,,,"take glass, take knife","5ZWUiD2OL04_0010, 5ZWUiD2OL04_0011"
113,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,00:50.2,"in addition to our regular menu, we have a very extensive gluten free menu over fifty items that are gluten-free free pizza with free pasta.",9,0,,,,,,,,"take knife, take pot, dry hand","5ZWUiD2OL04_0011, 5ZWUiD2OL04_0012, 5ZWUiD2OL04_0013"
114,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:00.3,many gluten free salads and some gluten free on trees.,10,0,,,,,,,,dry hand,5ZWUiD2OL04_0013
115,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:04.5,we 've been members of the original since two thousand three.,11,0,,,,,,,,"dry hand, sprinkle water","5ZWUiD2OL04_0013, 5ZWUiD2OL04_0014"
116,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:07.5,i think it was one of the charter members and so many things that i like about being a member of the originals.,12,0,,,,,,,,"sprinkle water, wash hand","5ZWUiD2OL04_0014, 5ZWUiD2OL04_0015"
117,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:12.9,i enjoy the teamwork that original members are not in competition with each other and i like the fact that we share resources.,13,0,,,,,,,,"wash hand, take hand, take glass","5ZWUiD2OL04_0015, 5ZWUiD2OL04_0016, 5ZWUiD2OL04_0017"
118,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:22.5,hey welcome to the kitchen at cosmos.,14,0,,,,,,,,"take glass, check salt","5ZWUiD2OL04_0017, 5ZWUiD2OL04_0018"
119,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:25.7,"today , chef alfredo is going to be making a couple of our famous wood fire brick oven pizzas going to start off with a margarita pizza and after that we 're going to make a quattro, formaggio, or four cheese.",15,0,,,,,,,,"check salt, check glass, check package","5ZWUiD2OL04_0018, 5ZWUiD2OL04_0019, 5ZWUiD2OL04_0020"
120,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:38.2,"OK , well, to make the margarita pizza we 're going to start off with by stretching the dough and we do make gardell everyday fresh in our kitchen after that we 're going to add some shredded mozzarella cheese.",16,1,"stretch the dough, add shredded mozzarella cheese",stretch; add,dough;shredded mozzarella cheese,,,,,"check package, look tomato, close water, close package, take package","5ZWUiD2OL04_0020, 5ZWUiD2OL04_0021, 5ZWUiD2OL04_0022, 5ZWUiD2OL04_0023, 5ZWUiD2OL04_0024"
121,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,01:55.3,"then our version of a margarita pizza has four dollops of tomato sauce, along with some fresh, chopped tomato, then it goes into the wood burning oven, they certainly, we 've been cooking with for fifteen years.",17,1,put chopped tomato and tomato sauce into oven,put,chopped tomato and tomato sauce,into oven,,,,"take package, turn-on hand, cut tomato, cut tomato","5ZWUiD2OL04_0024, 5ZWUiD2OL04_0025, 5ZWUiD2OL04_0026, 5ZWUiD2OL04_0027"
122,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:13.3,now it burns it about seven or eight hundred degrees for the pizza cooks very quickly.,18,0,,,,,,,,"cut tomato, take pizza","5ZWUiD2OL04_0027, 5ZWUiD2OL04_0028"
123,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:19.0,the end result is when you cook at that high of a temperature that you wanted with their very crisp crust.,19,0,,,,,,,,"take pizza, put oven","5ZWUiD2OL04_0028, 5ZWUiD2OL04_0029"
124,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:24.8,"after the margarita pizza comes out of the oven, we finish it with some fresh, grated parmesan cheese.",20,1,"finish with more cheese, fresh basil",finish,pizza,,,,"with more cheese, fresh basil","put oven, take pizza, empty water","5ZWUiD2OL04_0029, 5ZWUiD2OL04_0030, 5ZWUiD2OL04_0031"
125,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:31.1,some fresh basil and around the edge of the pizza on the crust.,21,0,,,,,,,,"empty water, sprinkle water","5ZWUiD2OL04_0031, 5ZWUiD2OL04_0032"
126,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:36.6,"we put extra virgin, olive oil and that is, cosmos famous margarita pizza.",22,0,,,,,,,,"sprinkle water, check hand","5ZWUiD2OL04_0032, 5ZWUiD2OL04_0033"
127,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:42.6,"OK , now we 're going to make our quattro, formaggio pizza which means four cheeses.",23,0,,,,,,,,"check hand, dry hand","5ZWUiD2OL04_0033, 5ZWUiD2OL04_0034"
128,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,02:49.1,"this is a white pizza meaning no sauce, the four cheeses that go on to this pizza, or mozzarella, fontina cheese which is a slightly nutty flavor, crumbled gorgonzola cheese.",24,0,,,,,,,,"dry hand, close glass, close lid, close cheese","5ZWUiD2OL04_0034, 5ZWUiD2OL04_0035, 5ZWUiD2OL04_0036, 5ZWUiD2OL04_0037"
129,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,03:04.3,"gorgonzola is an italian, mild blue cheese.",25,0,,,,,,,,"close cheese, close water","5ZWUiD2OL04_0037, 5ZWUiD2OL04_0038"
130,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,03:09.0,"and then some fresh diced tomato alright, the quadro for logic pizzas, finished we 're going to put it on the plates going to top it with shape parmesan cheese in some extra virgin, olive oil.",26,0,,,,,,,,"close water, throw tomato, put pizza, put pizza, put tomato","5ZWUiD2OL04_0038, 5ZWUiD2OL04_0039, 5ZWUiD2OL04_0040, 5ZWUiD2OL04_0041, 5ZWUiD2OL04_0042"
131,pizza marghetta,https://www.youtube.com/watch?v=5ZWUiD2OL04,03:28.1,and there you have it is n't a quattro for maggio pizza.,27,0,,,,,,,,"put tomato, put water, put bread, take package, take onion","5ZWUiD2OL04_0042, 5ZWUiD2OL04_0043, 5ZWUiD2OL04_0044, 5ZWUiD2OL04_0045, 5ZWUiD2OL04_0046"
132,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:00.6,"hey there welcome back to no recipe required, hope you doing, well tonight.",0,0,,,,,,,,take milk,KCIGy7lt_Og_0001
133,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:04.7,i 'm going to make some homemade pizza for you.,1,0,,,,,,,,"take milk, take milk","KCIGy7lt_Og_0001, KCIGy7lt_Og_0002"
134,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:07.2,this is going to be a classic margarita pizza.,2,0,,,,,,,,"take milk, take milk","KCIGy7lt_Og_0002, KCIGy7lt_Og_0003"
135,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:10.5,"it 's really delicious, pretty easy to do you 've got your.",3,0,,,,,,,,take milk,KCIGy7lt_Og_0003
136,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:14.1,we 've got our standard sauce.,4,0,,,,,,,,"take milk, take milk","KCIGy7lt_Og_0003, KCIGy7lt_Og_0004"
137,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:15.3,"the sauce that i normally make will roll out some pizza dough or stretch out some pizza dough and really just do a basic tomato mozzarella and basil, basil across, actually call it the christmas pizza.",5,0,,,,,,,,"take milk, take bag, take milk","KCIGy7lt_Og_0004, KCIGy7lt_Og_0005, KCIGy7lt_Og_0006"
138,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:25.4,"could it 's got a nice little red, white and green color into it, let 's, let 's go ahead and get started free pizza?",6,0,,,,,,,,"take milk, take bag","KCIGy7lt_Og_0006, KCIGy7lt_Og_0007"
139,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:32.1,"one of the few decisions you gotta, make is how thin or thick you want to cut your tomato or slicer tomato.",7,0,,,,,,,,"take bag, take candle","KCIGy7lt_Og_0007, KCIGy7lt_Og_0008"
140,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:39.0,i actually prefer to go a pretty thin slice.,8,0,,,,,,,,take candle,KCIGy7lt_Og_0008
141,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,0:00:42,"but if you really like kind of chunkier pieces of tomato by all mine by all means, go a little thicker.",9,0,,,,,,,,"take milk, take milk, take milk, take milk, take bag, take milk, take bag, take candle, put hand, dry hand, take hand","KCIGy7lt_Og_0001, KCIGy7lt_Og_0002, KCIGy7lt_Og_0003, KCIGy7lt_Og_0004, KCIGy7lt_Og_0005, KCIGy7lt_Og_0006, KCIGy7lt_Og_0007, KCIGy7lt_Og_0008, KCIGy7lt_Og_0009, KCIGy7lt_Og_0010, KCIGy7lt_Og_0011"
142,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:50.5,i 'm going to go and probably do.,10,0,,,,,,,,take hand,KCIGy7lt_Og_0011
143,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:53.6,i do n't know an eighth of an inch or a sixteenth of an inch slice there pretty thin and just laying down.,11,0,,,,,,,,"take hand, take candle","KCIGy7lt_Og_0011, KCIGy7lt_Og_0012"
144,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,00:59.7,i 'm using a roma tomato winter.,12,0,,,,,,,,"take candle, put hand","KCIGy7lt_Og_0012, KCIGy7lt_Og_0013"
145,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:03.5,"i think is generally, you know, kind of the best out there, but use obviously whatever is available.",13,0,,,,,,,,"put hand, take hand","KCIGy7lt_Og_0013, KCIGy7lt_Og_0014"
146,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:09.2,"whatever expression, whatever you like so let 's go ahead and make our margarita pizza.",14,0,,,,,,,,"take hand, put bottle","KCIGy7lt_Og_0014, KCIGy7lt_Og_0015"
147,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:14.4,i 've got a pasta dough that i just rolled out or kind of pulled apart.,15,0,,,,,,,,"put bottle, put glass","KCIGy7lt_Og_0015, KCIGy7lt_Og_0016"
148,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:19.4,pull apart is not the right word.,16,0,,,,,,,,"put glass, turn-off bottle","KCIGy7lt_Og_0016, KCIGy7lt_Og_0017"
149,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:21.0,"i pulled in kind of stretched it out, got a, got, a nice flat doh.",17,0,,,,,,,,"turn-off bottle, put bottle","KCIGy7lt_Og_0017, KCIGy7lt_Og_0018"
150,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,01:25.7,"here you can find how i do it out on the website, and then i 've also got my basic classic tomato sauce plus that i use for just about all my pizzas, an i 'm going to go ahead and lay that down in a, in a nice coat and i like you know, probably frankly i probably like a medium amount of sauce people, people have said little bit less a little bit more i kind of like it a little bit right in the middle use, the back of the spoon there, yeah, you spoon it out with the front, then just kind of use the back spread it out.",18,1,lay down tomato sauce,lay down,tomato sauce,,,,,"put bottle, put bottle, put bottle, put bottle, put bottle, put bottle, put bottle, put bottle","KCIGy7lt_Og_0018, KCIGy7lt_Og_0019, KCIGy7lt_Og_0020, KCIGy7lt_Og_0021, KCIGy7lt_Og_0022, KCIGy7lt_Og_0023, KCIGy7lt_Og_0024, KCIGy7lt_Og_0025"
151,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:02.2,"it certainly does not have to be perfectly, even all around.",19,0,,,,,,,,"put bottle, put bottle","KCIGy7lt_Og_0025, KCIGy7lt_Og_0026"
152,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:06.7,"if you got little spots like that, it 's really not a big deal.",20,0,,,,,,,,"put bottle, put bottle","KCIGy7lt_Og_0026, KCIGy7lt_Og_0027"
153,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:10.7,and then i like to use our leave about half an inch all the way around the pizza.,21,1,leave half an inch around pizza,leave,half an inch leaf,around pizza,,,,"put bottle, put bottle","KCIGy7lt_Og_0027, KCIGy7lt_Og_0028"
154,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:16.5,"you do n't want to you do n't want to get any big massive puddles in there if you 've got half an inch of, of sauce sitting over here.",22,0,,,,,,,,"put bottle, put bottle","KCIGy7lt_Og_0028, KCIGy7lt_Og_0029"
155,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:23.9,"definitely you want to smooth that out so margarita pizza, i 've got some mozzarella cheese.",23,0,,,,,,,,"put bottle, put bottle, put oven","KCIGy7lt_Og_0029, KCIGy7lt_Og_0030, KCIGy7lt_Og_0031"
156,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:30.8,this is actually barada cheese which is a kind of a version of mozzarella.,24,0,,,,,,,,"put oven, put glass","KCIGy7lt_Og_0031, KCIGy7lt_Og_0032"
157,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:35.1,i 'm going to go ahead and lay this down.,25,1,lay down cheese,lay down,cheese,,,,,put glass,KCIGy7lt_Og_0032
158,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:37.7,"a few pieces kind of interspersed throughout the, throughout the slice or throughout the pizza and these are, these are probably quarter.",26,0,,,,,,,,"put glass, put pizza, put glass","KCIGy7lt_Og_0032, KCIGy7lt_Og_0033, KCIGy7lt_Og_0034"
159,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:48.8,inch half an inch slices.,27,0,,,,,,,,"put glass, turn-off oven","KCIGy7lt_Og_0034, KCIGy7lt_Og_0035"
160,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:52.5,then i 'm going to spread out.,28,0,,,,,,,,"turn-off oven, put bottle","KCIGy7lt_Og_0035, KCIGy7lt_Og_0036"
161,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,02:55.9,"maybe we fit one more in there, how about this guy right there and maybe one more, one more rate in the middle there and then um sauce little bit , mozzarella.",29,0,,,,,,,,"put bottle, put bottle, put glass, put bottle","KCIGy7lt_Og_0036, KCIGy7lt_Og_0037, KCIGy7lt_Og_0038, KCIGy7lt_Og_0039"
162,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:13.6,and then you can lay some basil down now.,30,1,lay basil down,lay down,basil,,,,,"put bottle, put oven","KCIGy7lt_Og_0039, KCIGy7lt_Og_0040"
163,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:16.7,the basel i like to.,31,0,,,,,,,,put oven,KCIGy7lt_Og_0040
164,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:17.9,"i like to press down a little bit to make sure that it stays down, stays down as it cooks if it stays down it.",32,1,press basil down,press down,basil,,,,,"put oven, move water, move water","KCIGy7lt_Og_0040, KCIGy7lt_Og_0041, KCIGy7lt_Og_0042"
165,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:27.8,"and so it 's like going to burn in the oven, which, which i do n't really like burnt basil, so go ahead.",33,0,,,,,,,,"move water, put water, put water","KCIGy7lt_Og_0042, KCIGy7lt_Og_0043, KCIGy7lt_Og_0044"
166,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:36.5,"and you just kind of push it a little bit get it into the right, places, you know, obviously terribly is if you need to that looks , good.",34,0,,,,,,,,"put water, move water, put pizza","KCIGy7lt_Og_0044, KCIGy7lt_Og_0045, KCIGy7lt_Og_0046"
167,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:45.2,"let 's go ahead and pop this in the oven, so in the interest of full disclosure.",35,1,pop pizza in oven,pop,pizza,oven,,,,"put pizza, check cheese","KCIGy7lt_Og_0046, KCIGy7lt_Og_0047"
168,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:51.1,"i put my margarita pizza together without putting any fresh tomatoes on it, which is not what i want to do.",36,0,,,,,,,,"check cheese, check cheese","KCIGy7lt_Og_0047, KCIGy7lt_Og_0048"
169,pizza marghetta,https://www.youtube.com/watch?v=KCIGy7lt_Og,03:57.7,"i had actually already put it in the oven, when i realized that i spotted the tomatoes not a big deal, and you just grab it out of the oven and layer tomatoes down there nobody is going to know.",37,0,,,,,,,,"check cheese, check cheese, put cheese","KCIGy7lt_Og_0048, KCIGy7lt_Og_0049, KCIGy7lt_Og_0050"
